Response ID,Time Started,Date Submitted,Referer,IP Address Hash,IP Country,IP City,IP State/Region,Residency,Black/African American:Race/Ethnicity (check any that apply),Asian:Race/Ethnicity (check any that apply),"LatinX (Hispanic, Latino, or Spanish):Race/Ethnicity (check any that apply)",Middle Eastern/North African:Race/Ethnicity (check any that apply),Native American:Race/Ethnicity (check any that apply),Pacific Islander:Race/Ethnicity (check any that apply),White:Race/Ethnicity (check any that apply),"I consider myself a member of an historically excluded group (e.g. Person of Color, LGBTQ)",Age,Gender,Mental Health Issues:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Homelessness:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Substance Abuse:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Protests and Demonstrations:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Traffic:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Intimate Partner Violence:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,"Do you believe police officers treat every community member with equal fairness and respect without considering their race, gender, age, religion or sexual orientation?","Have you or someone you know experienced  physical mistreatment, harassment, or intimidation by a police officer?","If yes, please elaborate","Requiring de-escalation and strict guidelines on using force, especially deadly force:Please indicate which of the following changes to policing you support:",Requiring mandatory body camera use and the automatic release of bodycam footage with 30 days of any major incident:Please indicate which of the following changes to policing you support:,"Publicly releasing all data on police interactions that require filing a report, including the race of the community members?:Please indicate which of the following changes to policing you support:","Ending profiling, ""Stop and Frisk"", and policing of minor issues:Please indicate which of the following changes to policing you support:",Requiring strong civilian oversight boards that can set policy and investigate complaints:Please indicate which of the following changes to policing you support:,"Prioritizing resources towards rigorous training to reinforce policies, including testing for bias in shoot/don't shoot decision making:Please indicate which of the following changes to policing you support:","Banning No Knock, and Knock and Enter warrants:Please indicate which of the following changes to policing you support:","Restricting the purchase, use, and deployment of military equipment:Please indicate which of the following changes to policing you support:",Removing any barriers in police contracts to effective misconduct investigations and civilian oversight:Please indicate which of the following changes to policing you support:,"Has anyone stolen something from you, your car, or your residence in the past 12 months, or have you been the victim of a crime?",How many times have you been involved in a traffic stop with a member of the Saratoga Springs Police Department?,How many times have you had contact with a member of the Saratoga Springs Police Department for something other than a traffic stop?,The SSPD listens to local residents and understands the issues that affect your neighborhood:Do you agree with the following statements?,The SSPD works together with community members to solve local problems.:Do you agree with the following statements?,I trust the SSPD to make decisions that are good for everyone in our city:Do you agree with the following statements?,The SSPD is effective at fighting crime:Do you agree with the following statements?,I trust the SSPD to investigate and discipline its own officers:Do you agree with the following statements?,"If I have a complaint against SSPD, I am confident it will be acted on objectively and respectfully:Do you agree with the following statements?",I can count on the SSPD to be there when I need them:Do you agree with the following statements?,"SSPD Officers uniformly treat people with fairness and respect without considering their race, gender, age, religion or sexual orientation:Do you agree with the following statements?",I approve of having police patrol my local neighborhood daily:Do you agree with the following statements?,I would like more officers moved from cars to out on foot patrol walking a beat:Do you agree with the following statements?,"Overall, how satisfied are you with the Saratoga Springs Police Department?",How would you improve the SSPD?,Entered Email
1442,"Feb 15, 2021 2:43:43 PM","Feb 15, 2021 2:50:36 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,4Nt+v0KtlGwU6bXU5vdscw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,1,,,0,1,"I have been a victim of intimate partner violence. Unfortunately my situation required that I file multiple police reports, and while some of the time the officer was sympathetic, I also experienced a re-traumatization by the officer belittling my experience or I should just ignore the behavior. This was not the case for all officers, but it did occur more than once.",1,2,2,1,1,1,1,1,1,0,0,1,2,2,2,3,2,1,3,1,3,3,2,"I would direct more funding away from employing officers, and instead employ more social service providers who are effectively trained to handle non-violent crimes in the community.",Yes
1443,"Feb 15, 2021 3:15:10 PM","Feb 15, 2021 3:17:39 PM",https://saratogaspringspolitics.com/2021/01/29/city-police-reform-task-force-seeks-community-help-but-survey-is-seriously-flawed/comment-page-1/?unapproved=11444&moderation-hash=3504db0ed69806878b941f3622a45457,ug4aDwry6fX2TbSmSNWWhw==,United States,Utica,NY,1,,,,,,,7,0,3,1,1,1,1,,,,,,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,3,1,,Yes
1444,"Feb 15, 2021 5:13:44 PM","Feb 15, 2021 5:20:34 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,uqZsQSXmjjv7JjHwNGvrww==,United States,Towson,MD,4,,2,,,,,,1,2,1,1,1,1,1,,1,,,0,1,,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,3,1,1,2,1,2,3,2,,No
1445,"Feb 15, 2021 7:03:18 PM","Feb 15, 2021 7:11:21 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,jfhRZfYWV9DY97mrmJi6Qg==,United States,Detroit,MI,2,,,,,,,7,0,4,1,1,1,1,1,1,1,1,Crises involving children,0,1,Darryl Mount was killed by Saratoga police. My family and friends have been harassed by police in the capital district and NY state their whole lives. Recently a friend waiting for a bus to work was accused by police of soliciting.  List goes on and on. ,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,4,1,Defund and shrink the department to only address armed violent attacks,Yes
1446,"Feb 15, 2021 9:52:03 PM","Feb 15, 2021 10:26:00 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,FauJD3tiJfYJI81Qrvzphw==,United States,Buffalo,NY,1,,,,,,,7,1,3,3,1,1,1,1,1,1,,,0,1,I have been following the Darryl Mount case. I also know people personally who have been harassed by Saratoga Springs Police Department. I know other individuals who have been harassed by other departments. ,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,"I wound disband the SSPD and allocate the funds to community care resources, including but not limited to mental health services.  ",Yes
1447,"Feb 15, 2021 11:15:51 PM","Feb 15, 2021 11:19:44 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,rYGrPJG2b9rVUwjCeLIn2Q==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,1,,,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,3,3,2,3,1,2,4,2,3,4,4,,No
1448,"Feb 16, 2021 7:40:38 AM","Feb 17, 2021 3:47:54 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,HQr1Gc9K1rYTZnL2713ybg==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,,,0,1,"My [relationship redacted] was pulled over for [traffic violation redacted] by SSPD [date redacted]. She was harassed, handcuffed and taken to the station, then released without any further action.  The officer tried to engage her inappropriately in the car [personally identifiable incident redacted]  She was traumatized and is the last person who would need to be handcuffed especially for such a minor infraction. I believe this was illegal.  We retained a lawyer who said he never saw such treatment.  We were reluctant to go to the police to report it because they have many times been disrespectful to us in our 30+ years residing in SS. We felt they would retaliate in some way.  That's our general feeling of the SSPD and we are not in the minority population.  I can't imagine if we were.  ",1,1,1,1,1,1,1,1,1,0,2,4,2,3,1,4,1,1,4,1,3,4,2,"Candidates need to be tested for psychological predispositions to aggression, superiority complexes, racism and violence.   None that fail these tests should be allowed to serve in the capacity of public safety officer.  Those that pass should be trained frequently and encouraged to seek emotional support.  ",No
1449,"Feb 16, 2021 7:42:36 AM","Feb 16, 2021 7:48:56 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,drOlTczg5wAAisE2u/PlmA==,United States,Clifton Park,NY,2,,,,,,,7,0,5,1,1,1,1,1,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,4,3,3,4,3,4,4,3,4,4,3,,No
1450,"Feb 16, 2021 7:46:43 AM","Feb 16, 2021 2:24:50 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,FEDXf84CPhNYZ6oM5dXgdw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,6,1,1,1,1,,,,,,0,1,Stopped for no reason ,1,1,1,1,1,1,1,1,1,0,0,1,2,2,2,3,2,2,3,2,3,3,2,"Training to avoid bias and to properly interpret mental health situation , etc",No
1451,"Feb 16, 2021 7:49:42 AM","Feb 16, 2021 7:52:38 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,NB4K9w/AhP5Aa167u0Ro5A==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,2,1,1,1,,,,,,2,0,,1,1,1,1,1,1,0,0,1,0,0,1,3,2,1,3,1,2,5,3,5,4,3,,Yes
1452,"Feb 16, 2021 7:50:31 AM","Feb 16, 2021 7:51:43 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,MFWZ8lBP1BZL8FoENTM+hQ==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1453,"Feb 16, 2021 7:51:15 AM","Feb 16, 2021 7:56:44 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,mRN44ErWFHSiqKvtrmqqmQ==,United States,Saratoga Springs,NY,1,,,,,,,7,1,5,1,1,1,1,,,1,1,I feel these issues checked should be handled by a COMBINATION of police and trained social workers.,0,0,,1,1,1,1,1,1,1,1,1,0,0,1,3,3,3,4,2,3,3,3,4,4,3,,No
1454,"Feb 16, 2021 7:58:23 AM","Feb 16, 2021 8:03:08 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,DpDMsiDd0S9j8qJtaWskGw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,2,2,1,1,1,1,,1,,,0,1,I was accosted by six sspd officers for a small amount of cannabis. ,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,3,4,1,,Yes
1455,"Feb 16, 2021 8:00:52 AM","Feb 16, 2021 8:07:41 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,hrvO+91qxpBjBpqUmG95wg==,United States,Ballston Spa,NY,1,,,,,,,7,0,6,1,1,1,1,1,,1,,,2,1,black person being stopped where he lived because it seemed to be a white neighborhood,1,1,1,1,1,1,1,1,1,0,0,2,3,3,3,4,3,3,4,2,4,4,3,,No
1456,"Feb 16, 2021 8:13:46 AM","Feb 16, 2021 8:26:28 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,A137IQHIKIyeflmttvwOuw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,,,,,,1,All of the above may need input from more than one department.  Aggressive homeless need intervention. Police may need to protect mental health workers as situations fluctuate. Traffic seems to be clearer police area.,2,1,Public inebriation can be handled without the drunk being physically bruised and bloodied.  Hopefully.,1,1,2,2,1,1,2,1,1,0,0,1,4,4,3,4,3,3,4,3,4,4,4,"I live in a ""safe"" area and face little crime.  I am in ""privileged "" class.  Hard to answer all questions with no firsthand experience.  Would my family members in a biracial samesex relationship answer in same way?  Would my big,  black family members feel the same?  Would my former Latino exchange student feel the same??",No
1457,"Feb 16, 2021 8:14:36 AM","Feb 16, 2021 8:20:57 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,9ahxnth02mcwUrfa0f2vkg==,United States,Binghamton,NY,1,,,,,,,7,0,2,1,1,1,1,1,1,1,,,0,1,I have been sexually harassed/ verbally manipulated by officers ,1,1,1,1,1,1,1,1,1,0,1,3,3,3,3,3,2,2,3,2,1,4,3,"Diversity training, Diversity, transparency, youth in the upper-ranks",No
1458,"Feb 16, 2021 8:15:38 AM","Feb 16, 2021 8:17:08 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,ngCEDQcSl3vXTh9Mtjeraw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,1,,1,,,,,,,,,,,,,,,0,0,0,3,3,1,3,1,1,3,3,2,3,3,,No
1459,"Feb 16, 2021 8:21:19 AM","Feb 16, 2021 8:25:53 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,rPsVw4koQ8hzY+HUj38joQ==,United States,Saratoga Springs,NY,2,,,,,,,7,1,6,2,1,1,1,,,1,,,0,1,person of color treated with suspicion without suspicious behavior,1,1,2,2,1,1,2,1,2,0,0,2,3,4,2,3,2,2,4,2,3,2,3,,No
1460,"Feb 16, 2021 8:25:59 AM","Feb 16, 2021 8:25:59 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,GQlKLom3CR74U4a9n4T8zg==,United States,Richfield Springs,NY,1,,,,,,,7,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1461,"Feb 16, 2021 8:32:46 AM","Feb 16, 2021 8:37:07 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,NqtuS0r5M9Dg9e0vPgMpKw==,United States,Saratoga Springs,NY,1,1,,,,,,7,0,4,1,1,1,1,1,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,1,3,2,2,3,3,3,4,3,4,4,3,,Yes
1462,"Feb 16, 2021 8:41:29 AM","Feb 16, 2021 8:45:09 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,b7cRmoXBNeWjRWT+xOZbzg==,United States,Richfield Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,1,3,3,3,4,2,2,4,3,4,3,3,,No
1463,"Feb 16, 2021 8:50:52 AM","Feb 16, 2021 8:55:48 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,GQlKLom3CR74U4a9n4T8zg==,United States,Richfield Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,1,Note: may need police/civilian response depending on circumstance ,0,0,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,No
1464,"Feb 16, 2021 8:59:22 AM","Feb 16, 2021 9:09:17 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,/cfchKFiRHwnuTDeAk4vyA==,United States,Schuylerville,NY,2,,,,,,,7,0,5,1,1,1,1,,,1,,,0,1,"My children are bi-racial. During this summer of protests, my oldest daughter was not harassed but she was ""noticed"" by several officers. It was interesting as she was stopped one day as she was walking to discuss her involvement in a demonstration. The conversation was racists in undertones, as she was being addressed as a good little black girl...not in those words, micro aggression. ",1,1,1,1,1,1,2,1,1,0,1,1,3,2,3,4,2,4,4,2,4,3,2,"Hiring of more minorities. Training, training, training on de-escalation, DEI. More involved in community outreach. ",Yes
1465,"Feb 16, 2021 9:30:23 AM","Feb 16, 2021 9:39:44 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,rMu3Q87W0blojGnhLjps6g==,United States,Fort Plain,NY,1,,,,,,,7,0,4,1,1,1,1,,,1,,,0,1,,1,1,1,1,1,1,1,1,1,0,0,1,3,3,2,3,1,2,3,2,3,5,3,Parody is important... possible live stream of body cam and immediate release after incidents....external oversight seems important for accountability ,Yes
1466,"Feb 16, 2021 9:33:57 AM","Feb 16, 2021 9:39:44 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,6sQQzbhKl3GZqR+yheV8aQ==,United States,Buffalo,NY,4,,,,,,,7,0,4,1,1,1,,,,,,,0,1,"Black youth are profiled. I have been driving and pulled over for minor traffic violations and the Black passenger is questioned and on an occasion I will always remember, was asked to step out of the car when I was not.",1,1,2,1,1,1,1,1,1,0,0,0,3,3,2,3,2,3,3,3,3,4,3,I am not sure at this moment. ,Yes
1467,"Feb 16, 2021 9:42:50 AM","Feb 16, 2021 10:38:40 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,nxzscYJ+cnvQDyMT90NJEQ==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,2,1,1,1,,,1,,,0,1,A friend's son in his late teens was severely acting out. The parents called police. A police officer entered the home and within minutes threatened to shoot the son. ,1,1,1,1,1,1,1,1,1,0,0,1,4,3,3,4,2,3,4,2,2,3,3,"Mental health pros should be front line with people who don't pose threat of violence. Police should be on scene at a distance as backup when needed.   De-escalation should be #1 in policy to address any disturbance. Officers should receive regular training and reinforcement of this policy.   Race should be front and center in policy and regular training.   Police officials should report regularly to City Council on status of policy development and enforcement, police training, and police-community interactions. A sort of reverse police blotter.    In a normal form of city government, the entire council could weigh in on police matters. But in our form, only the commissioner of public safety has authority over the police, and the mission of that office is split between supporting police interests and supporting the community through police oversight. Therefore, our city needs an independent police review board of citizens appointed by all council members.",No
1468,"Feb 16, 2021 10:34:47 AM","Feb 16, 2021 10:44:45 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,81+XfSL2y4ijxHCBKZEf3A==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,1,Youth gangs,1,1,Many friends have been treated disrespectfully and violently during peaceful demonstrations. ,1,1,1,1,1,1,0,1,1,1,1,2,2,3,2,3,2,4,5,3,3,4,2,Establish a police oversight board with diverse community representation and empowered to support actions that can affect change and to hold individual offices accountable. ,Yes
1469,"Feb 16, 2021 10:51:39 AM","Feb 16, 2021 11:05:43 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,pv+MS7xFomsg+w9WiIQOLw==,United States,Ballston Spa,NY,1,,,,,,,7,0,4,2,1,1,1,,,1,1,"To elaborate, there are situations in which you need a social worker until it shifts and you might need the police.",0,0,,1,2,1,1,1,1,2,1,1,0,1,1,3,3,3,3,1,2,3,3,2,4,3,"Having worked alongside NYPD in Brooklyn (taught in a tough school), I have seen police become good learners in areas where their jobs overlap with that of the social worker, particularly in deescalating situations.  I wouldn't mind seeing social workers walking the beat instead of throwing that work on to the police.  At the same time, interdepartmental contact(s) may have to increase in areas in which police and social workers work in tandem so that they can best support one another. ",Yes
1470,"Feb 16, 2021 11:25:26 AM","Feb 16, 2021 11:32:34 AM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,KIsc2bWcq7lHJHOIRGoTjQ==,United States,Ballston Spa,NY,2,,,,,,,7,0,6,1,1,1,1,,,1,,,0,0,,1,1,1,1,1,1,1,1,1,,1,0,3,3,2,4,2,2,4,4,4,5,3,"Using appropriately trained persons to deal with mental health, homelessness and domestic vioence issues other than just uniformed police.",No
1471,"Feb 16, 2021 12:18:08 PM","Feb 16, 2021 12:21:26 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,S3IqoNKOBms9dsgporQbAA==,United States,Queensbury,NY,3,,,,,,,7,1,2,1,1,1,1,1,,1,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,3,3,2,2,2,3,3,3,3,3,3,,No
1472,"Feb 16, 2021 12:32:13 PM","Feb 16, 2021 12:45:28 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,oZLYpiRL7vyZTs7YrVICUA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,,,2,0,,1,1,1,1,2,1,1,1,1,0,1,2,4,4,3,3,3,,4,4,4,4,4,"More diversity in hires.  More ""neighborhood"" patrols. ",No
1473,"Feb 16, 2021 12:50:01 PM","Feb 16, 2021 12:58:22 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Hemlu3KOY9+j5O4J1aI8pA==,United States,Richfield Springs,NY,2,,,,,,,7,0,4,1,1,1,1,,,1,,,0,1,Wrong place/wrong time gun to head waiting for a tow Followed for miles but never given a ticket for going over the speed limit Told if fight ticket in court they will increase the charge  ,1,2,2,1,2,1,1,1,1,0,0,1,3,4,3,3,2,2,4,3,2,3,3,Diversify the force  Continual improvement and assessment of all cases / what could have been done differently  ,No
1474,"Feb 16, 2021 12:52:14 PM","Feb 16, 2021 12:52:14 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,4/bfhfvl154niUMtc4IiDA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1475,"Feb 16, 2021 2:26:49 PM","Feb 16, 2021 2:28:52 PM",https://survey.alchemer.com/s3/5800463/saratoga-policing-survey,tAh9P8LE77qJcWE3N9fI6g==,United States,Saratoga Springs,NY,2,1,,,,,,,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,0,0,0,3,2,1,3,1,1,1,1,3,5,3,Increased training ,Yes
1476,"Feb 16, 2021 2:43:42 PM","Feb 16, 2021 3:03:34 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,rnWqicjSIrfK8xSMve5Kdg==,United States,Los Angeles,CA,1,,,,,,,7,0,6,1,1,1,1,,,1,,,0,1,Harassment of African American family members. ,1,1,1,1,1,1,1,1,1,0,1,2,3,2,1,3,1,2,3,1,3,4,2,"1. Recruit and maintain a diverse workforce. 2. Develop a team of social workers to handle mental health, homeless, domestic disputes, etc. 3. Bias training 4. Adopt a community policing approach based on successful community policing experience elsewhere.",No
1477,"Feb 16, 2021 2:46:33 PM","Feb 25, 2021 12:28:08 AM",https://survey.alchemer.com/s3/5800463/saratoga-policing-survey,WCXmV8nNJlFmxFAgyfxi6w==,United States,Cazenovia,NY,1,,,,,,,7,0,2,1,,1,1,1,1,,,,1,0,,0,1,0,0,0,0,2,2,1,0,0,0,5,5,5,5,5,5,5,5,4,3,5,,No
1478,"Feb 16, 2021 2:55:16 PM","Feb 16, 2021 2:58:54 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,SrXmTGL1/veBiLrnXRaOnA==,United States,Saratoga Springs,NY,1,,,,,,,7,1,6,1,1,1,1,,,,,,,,,,,,,,,,,,0,0,,3,4,3,4,3,4,4,2,4,4,3,,No
1479,"Feb 16, 2021 4:33:08 PM","Feb 16, 2021 4:38:55 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,SNv7TcRw/0OwrK896XOUIA==,United States,Apalachin,NY,1,,,,,,,7,0,6,2,1,1,1,,,,,,0,0,,1,1,1,2,1,1,2,1,1,0,1,0,4,3,3,3,3,4,5,4,4,3,3,Increase formal involvement in law enforcement governance by informed citizens.,Yes
1480,"Feb 16, 2021 4:43:50 PM","Feb 16, 2021 4:52:19 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,SNv7TcRw/0OwrK896XOUIA==,United States,Apalachin,NY,1,,,,,,,7,0,6,1,1,1,1,1,1,1,,,0,0,,1,1,1,1,1,1,1,1,1,1,0,1,3,3,2,3,2,2,4,2,3,2,2,Have then present less of an armed presence in the city. Emphasize security or protection for all in the community without resort to physical force. ,No
1481,"Feb 16, 2021 5:06:27 PM","Feb 16, 2021 5:06:40 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,qAi8D+4Q3Ag2X0GdgPZSnQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1482,"Feb 16, 2021 5:42:39 PM","Feb 16, 2021 5:53:37 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,pv+MS7xFomsg+w9WiIQOLw==,United States,Ballston Spa,NY,1,,,,,,,7,1,4,1,1,1,1,1,,1,1,"It isn't the above categories that distinguish who should handle it, but the level of threat or risk of violence.",2,0,,1,1,2,1,1,1,1,1,1,0,0,1,3,3,2,3,1,2,4,3,3,3,3,"While I genuinely appreciate the commitment of most officers to serve and protect and put themselves at risk, I believe that SSPD like most all PDs have been militarized culturally and with weapons and arsenals that no longer qualify them as a civilian police department.  They can be responsible for escalation rather than de-escalation and maintaining the peace.  The police were mostly supportive during protests but.... Tanks for protesters?  Tanks for nothing!  ",No
1483,"Feb 16, 2021 6:23:12 PM","Feb 16, 2021 6:36:43 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,6v7Bp1ZPlXz6hCPBtddOKQ==,United States,Ballston Spa,NY,2,,,,,,,7,0,4,1,1,1,1,,,,,,0,0,,1,2,1,1,1,1,1,1,1,0,2,1,,,2,3,2,2,4,2,3,3,3,"Bias training, de-escalation training, more diversity in the department (especially higher ups). Working in tandem with mental health professionals on some issues. ",Yes
1484,"Feb 16, 2021 6:58:33 PM","Feb 16, 2021 6:58:36 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,hjjFc7fNMLP5DD/nlK3mXw==,United States,Hudson,NY,2,,,,,,,7,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1485,"Feb 16, 2021 7:03:35 PM","Feb 16, 2021 7:35:48 PM",https://survey.alchemer.com/s3/5800463/saratoga-policing-survey,ivUWsCE0+Qb7Eup7uHX2RQ==,United States,Saratoga Springs,NY,1,,2,,,,,,1,1,1,1,1,1,,,1,,,0,0,,1,1,1,1,,1,2,2,2,0,1,1,3,2,3,3,3,3,3,2,3,3,2,It would be helpful to immerse them within the community for educational purposes. There should be a plethora of resources to express concern and discuss problems.,Yes
1486,"Feb 16, 2021 7:45:21 PM","Feb 16, 2021 7:58:41 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,BJXWsKhj7vViKsrnpUW4ig==,United States,Fulton,NY,2,,,,,,,7,0,5,1,,,,,,,1,I don't think this is either or. Ex. Mental health issues and violent = both.,0,0,,1,1,2,2,0,1,2,0,1,0,0,0,3,3,4,4,3,3,4,3,4,3,4,,No
1487,"Feb 16, 2021 8:40:39 PM","Feb 16, 2021 8:49:47 PM",https://www.mlksaratoga.org/police-task-force,ocdzjYfvu4x77WcyfoRF6w==,United States,Ballston Spa,NY,1,1,,,,,,,1,4,1,1,1,1,,,,,,0,1,Justice for Darryl Mount,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,3,1,1,4,2,3,3,3,"Justice for Darryl Mount. Effectively and appropriately hold those officers responsible in the Darryl Mount matter accountable. It has been almost 8 years now, and there has been NO JUSTICE.",No
1488,"Feb 16, 2021 9:48:34 PM","Feb 16, 2021 9:59:05 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,IgwI2UWuw3v40pVNNbnDTQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,,,,2,1,,1,1,2,2,1,2,0,1,1,0,0,2,4,3,4,3,3,3,4,3,4,3,4,,Yes
1489,"Feb 16, 2021 10:24:41 PM","Feb 16, 2021 10:34:05 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,N87FxI0ReC7hIL818J+obA==,United States,Saratoga Springs,NY,2,,,,,,,7,0,6,1,1,1,1,,,,,,0,1,I met the women through my church partnership with Dye Phelps Memoril AME Zion Church. ,1,1,2,1,1,1,1,1,1,0,1,0,3,3,2,3,2,3,3,2,4,4,2,I think that the police chief needs to recognize systemic racism exists. He stated that it does not. That shows a total lack of awareness. The police should not use military equipment or tactics with citizens.,Yes
1490,"Feb 16, 2021 11:11:03 PM","Feb 16, 2021 11:11:03 PM",https://foothillsbusinessdaily.com/saratoga-springs-activists-to-community-take-the-survey/,OfykUMXQqd6TTyQfKZf9AQ==,United States,Schuylerville,NY,3,,,,,,,7,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1491,"Feb 16, 2021 11:21:20 PM","Feb 16, 2021 11:39:59 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,WoED5VIcVAwIC4u9raa89A==,United States,Latham,NY,4,1,,,,,,,1,4,2,1,1,1,,,1,,,0,1,"Mistreatment, beaten and abuse of power ",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3,1,2,2,1,4,4,1,Training in implicit bias and relook at the use of force continuum  ,Yes
